influencer_id,platform,date,url,caption,reach,likes,comments
862,Facebook,2025-04-19,http://cooper.com/,Family catch use human sort.,255951,2647,63
547,Instagram,2025-06-21,http://shelton.com/,Represent heavy concern structure impact condition drug.,246823,716,2019
293,Facebook,2025-01-22,https://www.matthews.net/,Citizen yourself state discover reduce.,94549,15968,3890
899,Twitter,2025-04-10,http://holland.com/,Compare ten main author.,152984,14231,2806
868,Instagram,2025-05-09,https://www.dawson.com/,Figure house good test always democratic bring.,187774,1493,2359
433,Instagram,2025-01-22,https://owen-martinez.net/,Brother couple action everybody man.,71791,6534,4147
828,YouTube,2025-03-25,https://sosa-williams.com/,Suggest current team another forward protect.,271311,3632,1412
14,Facebook,2025-05-31,http://robertson.biz/,Suffer kitchen population explain.,58966,1174,708
536,Instagram,2025-03-02,https://walters-morris.info/,Marriage need everything society information.,217696,16925,2189
110,Twitter,2025-03-04,https://johnson-townsend.com/,Attention treat most own.,61089,19537,3060
26,Twitter,2025-05-02,https://ashley.com/,Science stand project several.,175849,2042,3409
391,Twitter,2025-04-05,http://robinson-suarez.info/,Month crime computer article shoulder.,296582,15470,2964
149,YouTube,2025-02-20,https://www.myers-reed.com/,Fish bank foot agreement return war.,42184,3996,2020
55,Twitter,2025-01-23,http://williams-martinez.org/,Participant central whether wish reach truth traditional.,163396,8390,1251
687,YouTube,2025-04-24,https://barrera-mitchell.com/,Area amount explain probably girl only.,284312,1518,4348
58,Twitter,2025-03-20,http://bates.com/,Measure reality despite truth establish left.,246683,2270,3464
205,Facebook,2025-04-10,https://morton-cross.com/,Toward along tax.,215143,9984,1879
274,Twitter,2025-01-20,https://morris-hansen.com/,As story fight know international husband material property.,221762,436,1140
769,Twitter,2025-07-11,https://www.mayer.org/,International blood necessary top shoulder as across organization.,130082,3262,3522
805,YouTube,2025-04-30,https://murphy.com/,Plan never citizen section if window fact.,132764,4156,3396
165,Facebook,2025-04-15,https://www.sloan-bender.com/,Meeting movie yet year hour.,292283,19819,3363
294,Facebook,2025-07-09,https://www.petty.com/,Expert information edge knowledge grow.,88372,6830,3768
700,YouTube,2025-04-26,http://www.barron.org/,Issue film least bill take stand indicate.,257903,19354,4238
257,Facebook,2025-04-03,https://vasquez.info/,Position fine discussion his how.,206230,6654,2973
150,Twitter,2025-01-20,http://humphrey.com/,Type ago best middle.,39634,6154,253
860,Twitter,2025-02-15,https://www.serrano.com/,Herself grow newspaper executive price position back gas.,183632,11619,3635
64,Facebook,2025-05-14,http://franco.com/,Candidate position care star total left.,114176,1058,1202
708,Twitter,2025-07-10,http://www.owens-woods.com/,Together know represent wish chance.,231045,3074,91
804,Facebook,2025-06-30,https://mills.biz/,Get type on effort at foreign say thought.,233250,4869,4248
303,YouTube,2025-01-25,http://www.meyer.com/,Development different tell table exactly subject.,184411,9189,580
209,YouTube,2025-05-28,http://gutierrez.com/,Sometimes cultural benefit manage with field.,290488,19097,704
772,YouTube,2025-07-01,https://wallace-yoder.com/,Drive factor hear focus surface.,128812,11497,2781
555,Instagram,2025-05-26,https://www.miller-hall.com/,Think left agency light.,95746,11640,2588
34,Twitter,2025-03-11,http://www.barrett-boyd.com/,Improve different at sit dog outside a sure.,45839,5361,3300
368,YouTube,2025-02-08,http://www.robertson.com/,Society conference image second.,260134,16504,1356
834,Facebook,2025-01-29,https://williams.net/,Billion find throw statement.,64938,8024,3565
464,Facebook,2025-04-18,http://www.dominguez.info/,Actually conference her question officer.,247697,16644,513
105,YouTube,2025-05-04,https://kelly.com/,Forward issue choice wish.,175591,18785,3231
631,YouTube,2025-06-18,http://johnson-hill.biz/,Take involve rest method hair nature include about.,296025,2339,313
889,YouTube,2025-05-15,http://ayala.com/,Sure wear look long pick until exist.,56198,3347,1246
692,Facebook,2025-04-14,https://www.horne.com/,Early control sea film concern make police right.,238421,19044,4716
758,Instagram,2025-02-16,http://www.walton-good.org/,Them fill five decision.,97365,558,483
576,YouTube,2025-06-03,https://gordon.com/,Both choose kid.,166499,17428,4268
886,Facebook,2025-01-20,http://lewis.com/,Wall tax sound day.,217752,7210,2432
230,Facebook,2025-06-02,https://www.perez.org/,Mother affect animal loss room reality ten service.,41494,6376,3444
761,YouTube,2025-02-12,https://www.welch-alexander.info/,Describe trial student science use out.,62013,9335,3303
663,Twitter,2025-07-17,http://zimmerman.com/,Information learn finish reduce.,203658,5728,4545
575,Facebook,2025-03-04,https://hernandez.info/,Control especially over wait.,176656,17700,2503
399,Twitter,2025-04-21,http://www.shah.com/,Order free growth attention lot develop middle.,264153,241,2579
244,Twitter,2025-02-27,http://ford.com/,Green high word resource owner do health break.,37234,3333,2829
524,Instagram,2025-05-29,http://armstrong-estes.com/,Notice hundred western public yard political decide.,52465,7112,74
804,Facebook,2025-02-10,http://www.clarke.org/,Life find build be rock.,119091,16621,2301
816,Instagram,2025-07-21,https://www.mcpherson-scott.info/,Draw fine color hot report.,77832,15655,4333
818,YouTube,2025-02-09,http://www.jimenez.com/,Thousand plant note from meeting should.,5096,12108,1213
713,Instagram,2025-04-21,https://www.miller.biz/,First bring single color face likely.,81926,19412,3319
295,YouTube,2025-04-23,http://www.larson.com/,Present sort center send ago.,83232,6166,3665
710,Twitter,2025-05-10,https://www.baker.biz/,Police what section music.,242489,14506,1690
681,Facebook,2025-05-07,http://www.chen.info/,Up draw drive.,283531,3616,4469
49,Instagram,2025-04-26,http://russell.com/,From their baby tough.,157831,6026,3632
949,Facebook,2025-06-22,http://alvarez.com/,Management purpose medical heart.,209463,11726,2838
391,Twitter,2025-07-10,https://rodriguez.com/,Safe less manage include.,239440,12539,3323
397,Twitter,2025-06-30,https://smith-huynh.com/,Local skin why nothing focus tend next question.,107585,13996,1626
427,Twitter,2025-03-13,http://www.harrington-hall.info/,Million thousand mouth share organization their certainly believe.,112825,7121,2480
980,Twitter,2025-04-13,http://www.schmitt.com/,Space gas week development it during leader.,170988,16950,700
808,Twitter,2025-01-22,http://mccullough.info/,Though role fly information onto.,162147,7556,312
1000,Twitter,2025-06-14,http://pearson-davis.com/,Expect space national prevent common model present.,164671,13455,4412
702,Instagram,2025-07-15,http://melton-lopez.com/,Ball bad water young modern computer.,232922,3797,2750
321,Facebook,2025-06-13,http://www.rollins.com/,Notice experience treat which store.,185493,10398,3204
990,Instagram,2025-05-07,https://www.cole.com/,Scientist oil fall hit win.,51812,4150,1042
566,Twitter,2025-07-13,https://vaughn-graham.biz/,Attorney heavy investment.,9256,15366,4273
56,YouTube,2025-05-04,https://www.thornton-rowland.com/,Happen he still discover picture girl stuff close.,272609,3714,4440
14,YouTube,2025-03-11,http://www.guerrero.org/,Brother prepare customer.,216915,17130,2335
762,Twitter,2025-02-10,https://www.thomas.info/,Effort particularly yourself industry two true.,71875,4553,1760
258,Twitter,2025-07-03,https://cannon-hardin.biz/,Hold forward per buy less account few.,159237,16346,770
208,Twitter,2025-01-26,https://robinson-ramos.com/,Whether top eye I.,37721,11937,4201
636,Facebook,2025-02-17,http://yoder.info/,Lead beyond risk plan very low seek.,198579,9546,4530
890,Facebook,2025-06-11,https://www.fernandez.org/,Back bed field family money.,292773,18356,2567
800,Instagram,2025-05-09,http://riley.org/,Safe owner loss writer employee support walk process.,32854,1430,4280
882,Facebook,2025-04-25,https://www.bridges.info/,Start base bad decide do nation travel.,5442,2795,2801
892,Twitter,2025-01-30,http://www.williams-braun.info/,Technology performance hot one pick a.,298617,10851,1320
454,Facebook,2025-07-12,http://dominguez.com/,After last agreement team key certain account.,193347,16277,201
850,YouTube,2025-04-14,https://wagner.info/,Cup work season event decision.,62513,3891,238
231,YouTube,2025-05-04,https://murray.com/,Yeah TV seek maybe actually type firm.,152958,12708,4433
934,Twitter,2025-04-12,https://maddox.com/,Save quickly leader.,21349,9393,4863
649,Facebook,2025-03-02,https://perez.com/,Enough task almost teach light safe voice.,128334,15073,2129
722,Facebook,2025-05-30,https://huffman.org/,Begin method final market spring budget half.,231343,19773,1987
727,Instagram,2025-06-09,https://www.aguirre-roth.com/,Player majority skill point still.,211710,10323,2499
664,Instagram,2025-04-04,https://www.hunter.com/,Political thank ahead line explain exist anything cell.,171790,14647,3473
377,YouTube,2025-02-20,https://perkins.com/,Pattern gas century maybe clearly star field.,205692,7501,4149
774,Twitter,2025-05-16,http://diaz.biz/,Left explain smile type kind the.,217878,18250,914
603,YouTube,2025-02-24,https://sims.net/,Medical something happen worker us citizen nearly American.,205049,13445,501
560,Twitter,2025-07-05,http://maynard.com/,Away use fact.,233164,9622,3065
757,Twitter,2025-05-21,https://johnson.com/,Need trial staff imagine.,290799,14123,2137
618,Twitter,2025-05-03,http://www.scott.com/,Meeting but almost occur conference center interview.,115738,6286,4167
202,Twitter,2025-01-29,https://hester.net/,Record buy late new eat view after compare.,95916,2380,2913
795,Facebook,2025-05-28,https://patel-avila.biz/,Not development way three idea industry.,253969,15686,1024
743,Twitter,2025-01-21,http://chavez.info/,Energy material whatever still stand else line.,77912,12140,401
988,Facebook,2025-07-20,https://www.newton.com/,Institution sit various red spend see bill.,103685,5975,1031
199,Twitter,2025-03-07,http://www.moran.com/,Win movie character off question natural where.,296200,518,3686
302,Facebook,2025-03-05,https://long-melton.org/,Outside wish exist manage sense word believe.,206638,16210,2450
460,Facebook,2025-02-27,https://www.waller.com/,Avoid write seven even social quickly simple.,193894,3546,4699
182,YouTube,2025-01-28,https://murray.com/,Trade back base whatever begin town within.,223751,13088,52
700,YouTube,2025-02-03,http://mccoy.com/,There adult dinner decide race stage.,85880,14454,3722
77,Instagram,2025-05-24,https://www.silva-anderson.biz/,Bag operation according.,156241,17226,2786
192,YouTube,2025-05-10,http://hoffman.com/,Morning your artist.,70823,2885,1944
986,YouTube,2025-03-16,http://stewart-brown.com/,For wish left item.,75400,4006,4774
178,Twitter,2025-03-11,http://rowe.net/,Bit skill summer arrive worker former after piece.,11083,4797,4643
753,Instagram,2025-06-13,http://pena.com/,Teach around task.,42615,13037,4378
527,YouTube,2025-03-22,http://www.jackson.com/,Meeting marriage receive policy our audience cell.,13235,13227,4888
123,YouTube,2025-04-20,https://www.williamson.biz/,Pretty show parent language.,80495,19451,1925
387,Facebook,2025-05-08,http://www.williamson-hamilton.org/,School receive within hair certain whatever.,260171,3433,2879
42,Instagram,2025-04-17,https://www.gonzalez-johnson.info/,Specific project receive growth may network employee only.,233974,5628,2461
439,Instagram,2025-07-20,https://thomas.com/,Hot sort factor result industry race involve.,76185,2220,2340
286,Instagram,2025-04-07,https://www.russell-stone.org/,Team evidence onto fill Mrs group live.,49388,12018,4702
570,Facebook,2025-07-12,https://www.taylor.biz/,Lot last must one series.,76942,6623,1156
271,Instagram,2025-03-16,http://www.mcgrath.biz/,Again later he.,223028,11196,3103
134,Instagram,2025-05-20,https://www.sanchez-blankenship.com/,Base within write tell.,244090,6662,4267
165,Facebook,2025-06-07,https://cummings.org/,Ready experience manager media worry.,228191,19595,2038
599,Instagram,2025-03-30,https://www.english.com/,Candidate stay glass big part.,99265,13347,872
867,Instagram,2025-04-01,https://www.vaughn.com/,Who foreign whether among.,243233,4122,2695
262,Twitter,2025-07-08,https://davis.com/,Write let change shake major.,272080,7730,4240
6,YouTube,2025-04-29,https://www.miranda.com/,Thing single figure need unit spring.,227363,14016,4780
339,Instagram,2025-02-25,http://acosta.biz/,Go catch listen care say radio church.,294433,16454,1587
478,Facebook,2025-04-05,http://park.com/,Keep partner expert.,240953,9226,2969
727,Twitter,2025-05-05,https://www.chan.com/,Sport run half herself condition news politics.,206701,19168,3731
960,YouTube,2025-01-21,https://reynolds-dixon.com/,Easy center decision six able every.,191283,19552,812
159,YouTube,2025-03-05,https://shelton.com/,Measure poor fine stock have own west plan.,123353,9044,1210
41,Twitter,2025-06-20,http://www.banks.org/,Bag hair order go world operation.,102408,13214,3497
158,Facebook,2025-01-25,http://bradley-lara.info/,Size sing behind blood book meeting leader since.,227702,11768,3385
951,YouTube,2025-02-25,https://www.merritt-davis.net/,Someone certain charge choose this other.,8895,15691,681
331,YouTube,2025-06-11,http://www.payne.info/,Rock eye challenge sea.,266177,19864,765
612,YouTube,2025-06-03,http://terry-wilson.com/,Give road clear hotel above possible nor.,129125,13352,519
53,Instagram,2025-05-19,http://www.hicks.com/,Director stuff now police.,268050,15977,3490
793,Instagram,2025-05-22,https://turner.net/,Hold put sell daughter.,146164,16858,1075
955,Twitter,2025-04-07,https://rodriguez-fox.com/,Discover especially not attorney two lawyer pass.,220397,9238,3911
641,Twitter,2025-07-03,http://walker.info/,Wife carry of green.,291348,4929,1769
631,Facebook,2025-02-17,https://www.flores-willis.com/,Manage room president sort.,197397,14997,3664
864,Facebook,2025-02-18,http://www.clay-hobbs.org/,Including drop report board culture page.,22543,3640,649
678,Twitter,2025-02-08,http://nelson-carney.biz/,Individual major actually young draw direction.,24852,4103,3035
309,Facebook,2025-05-16,https://www.alvarado.com/,Blue couple avoid.,258371,8314,4321
503,YouTube,2025-04-29,https://www.combs.com/,Second agency bag relationship father its.,198241,16134,3309
809,YouTube,2025-05-15,https://www.barrett.com/,Field morning similar list behind stage experience.,64330,16394,4828
587,Facebook,2025-07-11,https://www.hughes.biz/,Example write impact health have.,257461,7663,4589
564,Facebook,2025-02-21,http://www.lloyd.com/,Sometimes according catch rich other writer somebody.,46976,4510,4261
367,Twitter,2025-01-21,https://www.kelley.info/,Share support along security and.,79494,1073,3244
75,Twitter,2025-07-14,http://hall-smith.info/,Herself turn list probably.,280989,3363,2170
803,Facebook,2025-06-12,http://www.choi-mann.biz/,Soldier meet cold everything claim.,151496,1831,4796
725,YouTube,2025-02-07,https://williams.info/,Hit order quickly benefit important agency carry.,248760,2335,4096
326,Instagram,2025-03-15,http://www.marquez-smith.com/,Majority system section score quickly.,276030,16422,3478
539,Facebook,2025-03-21,https://www.moore-vazquez.com/,President book card difference around enter.,46017,976,3615
226,Twitter,2025-04-18,http://www.garcia.org/,Simply on letter play attack.,279389,5968,4020
980,Twitter,2025-04-23,https://sullivan.org/,His bag yet anything water yes.,51371,12638,3425
189,Facebook,2025-02-04,http://www.mclean-rodriguez.com/,Blue often let would gas approach performance.,133571,19911,1344
534,Twitter,2025-05-31,https://cohen-anderson.com/,Reduce explain article purpose himself ten.,252700,10813,1192
70,YouTube,2025-04-04,https://kane.com/,Yes thank drive three.,45937,5104,4153
806,Twitter,2025-05-08,https://www.williams-mata.com/,Attorney use special seven clearly.,287694,10020,1051
518,Instagram,2025-07-14,http://www.bishop.com/,Century part we room.,168839,3256,3981
